Model,train_acc_mean,train_acc_std,val_acc_mean,val_acc_std,test_acc_mean,test_acc_std,test_f1_weighted_mean,test_f1_weighted_std,test_f1_macro_mean,test_f1_macro_std,test_F1_Wake_mean,test_F1_Wake_std,test_F1_N1_mean,test_F1_N1_std,test_F1_N2_mean,test_F1_N2_std,test_F1_N3_mean,test_F1_N3_std,test_F1_REM_mean,test_F1_REM_std
emoe,"(89.0, 0.0)","(1.83, 0.0)","(86.41, 0.0)","(3.67, 0.0)","(84.27, 0.0)","(5.18, 0.0)","(83.98, 0.0)","(5.37, 0.0)","(76.15, 0.0)","(6.05, 0.0)","(89.37, 0.0)","(5.72, 0.0)","(38.25, 0.0)","(13.07, 0.0)","(87.46, 0.0)","(5.26, 0.0)","(85.62, 0.0)","(9.86, 0.0)","(80.05, 0.0)","(7.43, 0.0)"
